Student_ID,Name,Email,Course_Code,Midterm,Final,Attendance
S383,Lauren Gonzales,yesenia95@example.com,IQ101,92.2,68.2,78
S384,Carla Cook,ccook634@university.edu,IQ201,74.5,102.7912089,74
S385,Glenn Christensen,gchristensen979@university.edu,IQ101,65.6,103.3742798,73
S386,KYLE SANTOS,ksantos44@university.edu,IQ101,85.6,70.1,99
S387,Ian Farrell,jill29@example.net,IQ101,84.5,91.6,82
S388,Bridget Reid,breid783@university.edu,IQ101,84.3,56,100
S389,Eric Thomas,ethomas56@university.edu,IQ102,64.1,74.5,83
S390,Cathy Hall,xgamble,IQ101,,86.7,71
S391,Matthew Ramirez,mramirez124@university.edu,IQ101,77.7,59.3,77
S392,Rebecca Munoz,rmunoz216@university.edu,IQ101,80.7,86.5,100
S393,MR. NATHAN PATTERSON,awhite@example.org,IQ101,83.4,93.1,86
S394,Erica Brown,rodriguezcorey@example.com,IQ102,87.5,84.4,83
S395,Peter Bell,pbell771@university.edu,IQ101,73.9,54.7,90
S396,Elizabeth Riley,eriley135@university.edu,IQ102,81.4,80.9,93
S397,Kevin Foster,fgriffin@example.org,IQ101,79.1,60.1,99
S398,Tommy Cisneros,scott01,IQ101,58.8,92.7,100
S399,Calvin Bates,cbates432@university.edu,IQ101,74.4,87.5,84
S400,Shelly Mack,smack738@university.edu,IQ101,75.4,78.4,75
S401,Brittany Kent,smullins238@university.edu,IQ,89.1,70.8,84
S402,Thomas Andrews,xmyers@example.com,IQ,76.4,71.5,91
S403,William Taylor,wtaylor370@university.edu,IQ101,68.5,73.7,78
S404,Michelle Davis PhD,mphd422@university.edu,IQ101,78.3,71.3,78
S405,Richard Sanchez,paulhenry,IQ102,93.8,65.5,91
S406,BENJAMIN HOFFMAN,susanellison@example.net,IQ,72.2,71.8,88
S407,Christopher Cannon,floydjennifer@example.net,IQ101,,115,88
S408,EMILY FIELDS,efields149@university.edu,IQ101,90.5,57.2,80
S409,Anita Brown,kelly82,IQ101,79,90.5,86
S410,JESSICA HERNANDEZ,courtney99,IQ101,76.2,92.9,79
S411,Ellen Moore,kristi46@example.net,IQ201,67.2,97.7,97
S412,Jeremiah Wilson Jr.,laurie75@@coleman.com,IQ101,109.4834719,72.9,98
S413,Russell Good,rgood172@university.edu,IQ101,68.3,98.3,N/A
S414,Eric Brown,,IQ101,98.7,70.7,70
S415,Wesley Beck,sfowler@example.net,IQ,68.7,74.1,79
S416,Isaac Morris,imorris66@university.edu,IQ102,54.8,65.1,73
S417,ROBERT EVANS,browndawn@example.net,IQ101,59.9,67.3,81
S418,Samantha Schroeder,sschroeder87@university.edu,IQ102,74.5,81.3,87
S419,David Warren,dwarren291@university.edu,IQ101,98.3,64,74
S420,Brandon Rodriguez,brodriguez36@university.edu,IQ101,89.8,75,79
S421,Susan Smith,ssmith999@university.edu,IQ101,74.3,87.4,78
S422,KEVIN MERRITT,kmerritt972@university.edu,IQ101,,83.4,90
S423,Robert Shelton,rshelton652@university.edu,IQ101,-5,84.9,89
S424,Lucas Hernandez,lhernandez931@university.edu,IQ101,79.3,112.374202,81
S425,Daniel Allen,dallen375@university.edu,IQ102,,70.6,90
S426,Christopher Garcia,cgarcia777@university.edu,IQ101,65.7,70.2,83
S427,Dale Roy,droy945@university.edu,IQ,65.4,94.6,85
S428,Thomas Ferguson,candace88@example.net,IQ102,96.3,70,100
S429,Tommy Jackson,tjackson194@university.edu,IQ101,62.5,84.6,100
S430,Stacy Sandoval,ssandoval755@university.edu,IQ101,66.7,86.9,75
S431,Phillip Smith,psmith641@university.edu,IQ102,78,56.8,96
S432,David Kim,juliesullivan@@sheppard-crawford.org,IQ102,98.2,103.1422874,96
S033,Edward Castaneda,barbara41@example.org,IQ201,65.8,72.6,77
S434,Edward Hunter,ehunter653@university.edu,IQ101,79.3,82.7,96
S435,Deanna Taylor,dholmes977@university.edu,IQ,84.9,106.1428635,100
S436,Eric Morris,pinedajennifer@example.org,IQ101,72.3,66.8,77
S437,Dawn Miller,dmiller93@university.edu,IQ101,54.3,67.8,79
S438,,karen.baird@example.org,IQ101,74.5,103.1238101,98
S439,David Robinson,leejason,IQ101,67.2,81.1,91
S440,James Potter,john83@example.com,IQ101,74.8,94.6,94
S441,Anna Gutierrez,agutierrez197@university.edu,IQ,112.9039864,70.6,91
S442,Martha Smith,msmith998@university.edu,IQ101,67.7,92.6,92
S443,Destiny Johnson,djohnson756@university.edu,IQ201,85.2,,75
S444,James Livingston,jlivingston682@university.edu,IQ101,83.8,73,98
S445,Todd Moore,tmoore331@university.edu,IQ201,83.9,93.5,100
S446,David Ramirez,dramirez126@university.edu,IQ101,87.3,85.1,86
S447,Brittany Pope,kristihayes@example.net,IQ101,91,94.4,88
S448,Cheryl Warren,floydjennifer@example.net,IQ101,95.7,87.1,73
S449,Amber Fitzpatrick,sarah62@example.net,IQ101,72.5,80.1,93
S450,Stephanie Cooper,scooper159@university.edu,IQ101,93.1,66.6,seventy-five
S451,Mariah Huffman,mhuffman634@university.edu,IQ101,80.5,72.5,94
S452,Brenda Hardy,bhardy365@university.edu,IQ101,75.4,95.9,87
S453,James Wolfe,jwolfe239@university.edu,IQ101,77.9,78.7,99
S454,John Fowler,jfowler914@university.edu,IQ101,54.6,88.4,85
S455,,george.adams@example.org,IQ102,84.7,108.2855661,94
S456,Shannon Reeves,dickersonjason,IQ101,70.4,81.1,78
S457,Lisa White MD,lmd192@university.edu,IQ101,78.7,100.0843459,88
S458,Olivia Wells,juliemanning@example.com,IQ102,,81.9,86
S459,Jennifer Jackson,jjackson461@university.edu,IQ102,84.1,,90
S460,William Vargas,wvargas654@university.edu,IQ101,,80.7,84
S461,Robyn Doyle,smithcaleb@@martin.com,IQ101,,63.6,87
S462,Carol Smith,csmith991@university.edu,IQ,77,68.2,96
S463,,sam.olson@example.net,IQ101,92.9,56.7,84
S464,James Shaw,jshaw657@university.edu,IQ101,66.6,83.3,72
S465,Stephen Miller,smiller961@university.edu,IQ101,98.5,77.1,100
S466,Brittany Monroe,fmathis,IQ102,66.7,104.336199,100
S467,Joseph Strickland,jstrickland719@university.edu,IQ102,53.3,47.2,75
S468,Michael Dennis,ldavis463@university.edu,IQ,81.6,71,95
S469,Carrie Lee,sarah02@@sanchez-gonzalez.info,IQ101,59.7,87.9,83
S470,Michael Evans,crystal34@example.com,IQ101,78.7,70.1,91
S471,Erin Cardenas,ecardenas632@university.edu,IQ101,55.8,90.2,91
S472,Michelle Hernandez,mhernandez968@university.edu,IQ101,84.8,76.6,86
S473,Kaylee Garrison,kgarrison395@university.edu,IQ101,102.6995549,63,80
S474,Lisa Stout,lstout184@university.edu,IQ102,52.1,68.3,81
S475,Candice Smith,pvelez@example.org,IQ101,74.3,81.4,79
S476,Brian Brewer,bbrewer107@university.edu,IQ101,71.4,82.9,80
S477,Elaine Gates,egates162@university.edu,IQ101,,98.2,87
S478,Frank Palmer,garrettjessica@@moran-collins.com,IQ102,73.8,93.6,81
S479,Jose Salinas,jsalinas649@university.edu,IQ101,80.1,84.4,95
S480,Samuel Hill,shill220@university.edu,IQ102,83.5,84.3,100
S481,David Harris,dharris464@university.edu,IQ101,,96.6,82
S482,Michelle Carroll,gonzalezmichelle@example.org,IQ,77.9,87.9,90
S483,James Pierce,kristenrodriguez,IQ,73.7,98.2,93
S484,Kimberly Hicks,tlong,IQ101,64.9,103.2131661,93
S485,Rhonda King,rking570@university.edu,IQ101,74.4,58,89
S486,Sean Wilson,swilson160@university.edu,IQ101,76.9,68.5,95
S487,TAMMY WILLIAMS,twilliams831@university.edu,IQ101,87.6,68.9,93
S488,Martin Wood,mwood80@university.edu,IQ101,68.3,51.5,76
S489,Lisa Velazquez,ctanner@example.com,IQ,68.2,44.1,97
S490,Brandon Cowan,jamie13@@allen.com,IQ101,51.2,88.6,97
S491,Emily Collins,ecollins58@university.edu,IQ101,86.8,84,80
S492,Marissa Foster,mark74,IQ101,60.5,77.3,88
S493,Teresa Cruz,hbarajas@example.org,IQ101,74.9,61.8,seventy-five
S494,Benjamin Mitchell,bmitchell56@university.edu,IQ101,97.6,90.3,95
S495,Stephanie Morales,smorales515@university.edu,IQ101,71.7,78.4,86
S496,Natalie Harris,zmorrison@example.net,IQ101,78.1,49.4,99
S497,Holly Cabrera,hcabrera443@university.edu,IQ101,71.3,68.5,100
S498,Mary Watkins,mwatkins586@university.edu,IQ101,60,74.1,80
S499,Brent Carter,bcarter445@university.edu,IQ101,101.9652979,87,74
S500,James Jackson,jjackson500@university.edu,IQ101,66.4,86,91
S501,Gina Sanchez,leroywood@example.org,IQ101,96,90.9,95
S502,Crystal Francis,cfrancis702@university.edu,IQ101,75.9,68.9,86
S503,Rebecca Lozano,rlozano357@university.edu,IQ201,85.5,83.5,100
S504,Philip Miller,olarson@example.com,IQ102,88.4,86.9,75
S505,Ms. Melissa Barnes MD,riveramckenzie@example.com,IQ102,90.7,70.5,95
S506,Lisa Arellano,melissagarcia,IQ101,94.8,80.8,82
S507,Jason Valencia,jvalencia758@university.edu,IQ101,106.1289131,68.4,100
S508,John Mosley,lauren93@@rosario.net,IQ102,101.039457,80.8,100
S509,Jamie Marshall,,IQ101,65.2,71.2,N/A
S510,Amy Hines,ahines24@university.edu,IQ,70.2,83.9,80
S511,Richard Smith PhD,rphd769@university.edu,IQ101,82.8,,83
S512,Jamie Hill PhD,jphd716@university.edu,IQ101,74.6,107.991785,97
S513,Denise Gonzales DDS,iyoder@@reed-stanley.net,IQ101,100.9131476,84.1,84
S514,Ashley Dixon,adixon278@university.edu,IQ102,75.6,79.7,88
S515,Wayne Cannon,wcannon278@university.edu,IQ101,84.2,63.7,88
S516,Christine Edwards,cedwards300@university.edu,IQ101,71.1,54.6,69
S517,BRADLEY MILLER,bmiller727@university.edu,IQ101,81,87.1,88
S617,CORY SMITH,zluna@@torres-brown.com,IQ101,67.8,100.0358147,81
S519,Christine Boyer,abishop653@university.edu,IQ102,,57.5,83
S520,Bailey Brown,bbrown763@university.edu,IQ101,78.4,92.7,100
S521,Cindy Carter,ccarter242@university.edu,IQ102,100.2589154,71.6,75
S522,Ryan Johnson,rjohnson264@university.edu,IQ101,91.2,77.5,96
S523,Stephen Mata DVM,sdvm569@university.edu,IQ101,72.4,90.4,85
S524,Jeremy Guzman,jguzman141@university.edu,IQ101,84.8,55.9,85
S525,Dr. Amy Howell,wgreen@@robinson.biz,IQ101,97.1,97.3,96
S526,Suzanne Norris,snorris994@university.edu,IQ101,65.6,83.5,91
S527,Eric Castillo,ecastillo669@university.edu,IQ101,82.4,81.6,94
S528,Candace Peterson,raymond13@example.net,IQ101,66.7,68.6,98
S529,Steven Villanueva,svillanueva931@university.edu,IQ101,74.6,94.4,85
S530,Austin Ballard,phull@@jones-thomas.biz,IQ201,83.2,72.8,82
S531,Mark Rose,ecampbell,IQ101,86.6,38.1,77
S532,William Jacobson,zcastillo@example.org,IQ101,92.2,53.6,80
S533,Michael Williams,mwilliams957@university.edu,IQ101,69.6,62.3,100
S534,Timothy Ho,tho193@university.edu,IQ101,55.6,94.3,100
S535,Jared West,jwest274@university.edu,IQ102,68,82.9,74
S536,Mrs. Rachel Deleon,mdeleon27@university.edu,IQ102,74.3,84.7,75
S537,TAMMY WATKINS,twatkins620@university.edu,IQ,76.2,60,93
S538,Timothy Turner,tturner486@university.edu,IQ101,89.9,71.1,93
S539,Paula Mills,dfisher771@university.edu,IQ101,51.7,107,93
S540,Dennis Smith,dsmith208@university.edu,IQ,97.5,89.9,85
S541,Tanya Garza,smithsarah@@parker-williams.com,IQ201,69.8,73.1,87
S542,Michelle Andrews,mandrews253@university.edu,IQ101,70.2,107.0744718,91
S543,Gary Taylor,mhale@example.net,IQ101,80.7,84,89
S544,Lauren Navarro,jessica80@@welch.com,IQ101,90.5,81.3,66
S545,Michael Alvarez,malvarez112@university.edu,IQ101,71.1,,86
S546,Craig Orr,aliciaanderson@example.com,IQ101,73.9,77.5,79
S547,Chad King,cking529@university.edu,IQ101,85.9,78.7,90
S548,Tina Patterson,tpatterson906@university.edu,IQ101,86,76.9,100
S549,Candice Hull,chull628@university.edu,IQ102,76.2,50,92
S550,Bradley Mccarthy,darrelledwards,IQ201,88.7,82.9,85
S551,Kathy Brown,kbrown600@university.edu,IQ102,90,37.5,97
S552,,rhonda.miles98@example.org,IQ101,106.3256206,76,93
S553,Johnny Murray,jmurray730@university.edu,IQ101,91.6,63.4,92
S554,Michelle Johnson,mjohnson665@university.edu,IQ,84.2,63.3,94
S555,John Butler,jbutler117@university.edu,IQ102,65.6,104.796439,100
S556,Mrs. Tasha Henderson,natashasmith@example.org,IQ102,72.1,81,77
S557,BRANDON CHANG,bchang564@university.edu,IQ101,88.1,84.9,93
S558,Raymond Reynolds,armstrongdesiree@@rocha.org,IQ101,77.3,83.1,79
S559,Joseph Smith,marissafischer,IQ101,111.0512338,,94
S560,Nathan Cooper,thompsonallison@example.net,IQ101,78,92.7,79
S561,,angie.hanna@example.org,IQ101,91.6,107,84
S562,Richard Lee,rlee470@university.edu,IQ101,84.6,62,85
S563,Erica Martin,emartin506@university.edu,IQ101,99.5,62,98
S564,Rick Little,rlittle82@university.edu,IQ101,79.5,67.4,97
S565,HANNAH GONZALEZ,,IQ,74,82.6,76
S566,Bryan Mercado,bmercado840@university.edu,IQ201,79.8,,89
S567,THERESA ROBERTS,troberts38@university.edu,IQ101,99.2,84.3,81
S568,Thomas Gonzales,tgonzales340@university.edu,IQ102,71.3,91.5,75
S569,Jerry Suarez,jsuarez689@university.edu,IQ101,92.8,60.8,86
S570,Joshua Rose,jrose576@university.edu,IQ102,84,87.8,85
S571,Wendy Rangel,charles49@example.org,IQ101,70.5,97.3,100
S572,Brian Bishop,bbishop70@university.edu,IQ102,72.7,79.8,92
S573,Tina Andrews,tandrews125@university.edu,IQ101,72.4,78.2,74
S574,Jennifer Vargas,jvargas713@university.edu,IQ101,58.6,57.8,82
S575,Michaela Sullivan,simmonsdaniel@example.com,IQ101,98.9,66.1,98
S576,Megan Kennedy,mkennedy808@university.edu,IQ101,60.1,47.9,100
S577,Mark Calderon,mcalderon539@university.edu,IQ101,65.4,59.5,72
S578,Jacob Brooks,brandonsanchez@@hays.com,IQ101,99.6,92.1,69
S579,Timothy Adams,cmendoza@example.com,IQ102,64.7,109.5341013,100
S580,Victoria May,cooklori@example.com,IQ101,89.7,73.5,92
S581,Benjamin Johnson,bjohnson425@university.edu,IQ101,37.5,110.073196,79
S582,Yolanda Tucker,ytucker12@university.edu,IQ101,54.2,55,93
S583,Tyler Gibson DDS,tdds308@university.edu,IQ102,90.3,112.1565337,62
S584,Dennis Mclaughlin,dmclaughlin350@university.edu,IQ102,95.8,85.9,88
S585,Sherry Scott,michael98@@green.com,IQ101,83.9,89.9,91
S586,WILLIAM COWAN,barnesamanda,IQ101,86.4,81.9,97
S587,Victor Carr,vcarr472@university.edu,IQ101,76.6,77.1,78
S588,Zachary Hayes,christinacrawford@example.net,IQ101,63.7,74.1,89
S589,Thomas Torres,ttorres743@university.edu,IQ101,49.6,76.6,79
S590,Steven Farmer,sfarmer340@university.edu,IQ101,60.2,62.5,91
S591,Jeffrey Garcia,russellthomas@example.net,IQ101,,97.5,79
S592,Megan Patel,michaelduran@@kelly.info,IQ101,88.8,56,84
S593,David Fernandez,dfernandez886@university.edu,IQ101,60.2,91.2,78
S594,Jacqueline Parker,wagnereric@@williams-sanchez.com,IQ101,60.3,74.9,95
S595,Shawna Griffith,ehamilton,IQ101,83.3,64.4,97
S596,Susan Schultz,sschultz384@university.edu,IQ101,76.6,59.3,86
S597,Alexandria West,smorales515@university.edu,IQ101,66,82.5,88
S598,Dana Byrd,dbyrd496@university.edu,IQ101,51.1,84.2,74
S599,VERONICA CASEY,vcasey893@university.edu,IQ101,74.7,85.7,85
S600,Julie Wheeler,aaron86@example.org,IQ102,78.4,97.1,87
S601,Edward Jefferson,sean68@example.net,IQ201,76.9,72,100
S602,Michael Rice,kenneth84@example.com,IQ101,76.8,85.6,77
S603,Paul Simmons,davidbaxter,IQ101,75.7,78.6,100
S604,Anthony Mack,kennedyerika@example.net,IQ101,64.5,68.7,98
S605,Tina Mullins,tmullins546@university.edu,IQ101,54,102.4940744,unknown
S606,Joseph Ray,jray281@university.edu,IQ101,56.3,68.3,91
S607,Rebecca Duffy,rduffy556@university.edu,IQ101,64.2,90.5,100
S608,Christopher Hart,woodscatherine@example.org,IQ101,70.6,95.5,92
S609,Daniel Clark,dclark347@university.edu,IQ101,64.9,81.9,92
S610,JESSICA TURNER,guzmanmelissa@example.com,IQ101,62.5,108.0320878,87
S611,Robert Mcclain,rmcclain722@university.edu,IQ101,57.2,,100
S612,Jared Hart,jhart632@university.edu,IQ101,84.5,83.8,99
S613,Jorge Fleming,tina73@example.com,IQ101,72.2,76.2,82
S614,Rachael Murphy,cartertina@@wood.com,IQ101,75.7,75.9,75
S615,Cynthia Wagner,cwagner100@university.edu,IQ101,89.5,108.947322,86
S616,Laura Odom,lodom238@university.edu,IQ101,66.6,58.8,80
S617,Kari Burton,jimmywilliamson,IQ101,73.7,114.1159307,87
S618,Samantha Chapman,clarkemakayla,IQ101,62.9,100.9476353,100
S619,Ashley Long,along116@university.edu,IQ101,100.1655122,70.2,83
S620,Mariah Smith,marquezjoshua@example.org,IQ101,83.5,100.7975527,88
S621,Adriana Mcdonald,ndougherty@example.net,IQ,69.3,75.1,89
S622,GABRIELLE JORDAN,boydsarah@example.org,IQ101,66.3,63.8,96
S623,Alexandria Ortega,aortega562@university.edu,IQ101,65.3,60.9,66
S624,Melvin Braun,mbraun711@university.edu,IQ101,75.5,67.2,82
S625,Regina Carroll DVM,maria74@example.org,IQ101,78.5,56.2,90
S626,Kenneth Boyd,kboyd954@university.edu,IQ102,80,89.7,100
S627,Chad Harris,charris334@university.edu,IQ101,45.1,83.2,83
S628,JILLIAN HEBERT,mmorse@example.org,IQ101,93.4,61.1,69
S629,Samantha Davis,michael40@example.org,IQ101,-5,83.9,94
S630,Mary Reid,mreid837@university.edu,IQ,64.4,77.2,82
S631,Donna Carrillo,ojohnson@example.org,IQ101,83.4,79.1,76
S632,Tracy Sanders,tsanders631@university.edu,IQ101,83.1,65.1,82
S633,Nicholas Hayes,nhayes584@university.edu,IQ101,77.5,58.2,86
S634,Melissa Morgan,jessicaholland@@snyder-velasquez.com,IQ101,73.3,65.3,82
S635,John Horn,sotokristen@@goodman-huang.com,IQ101,64,95.3,66
S636,Stephen Rodriguez,thomaswright@example.org,IQ101,91.4,86.5,97
S637,David Jacobson,rjohnson,IQ101,58.6,73.6,100
S638,Jonathan Miller,jmiller32@university.edu,IQ101,93.2,80,95
S639,Rachel Day,rday392@university.edu,IQ102,110,83.5,77
S640,Maria Morgan,mmorgan143@university.edu,IQ101,77.9,73.7,86
S641,Cheryl Ryan,timothyfranco@@lane-hall.info,IQ101,77,75.9,88
S642,Julie Gonzalez,jgonzalez74@university.edu,IQ101,85.6,91.4,94
S643,Brian Davis,marshalljeffery@@edwards.com,IQ101,63.2,59.4,95
S644,MAURICE DAUGHERTY,gina18@example.org,IQ101,47.5,85.1,81
S645,Sarah Cunningham,gamblejanice@example.com,IQ102,58.4,47.9,89
S646,Kathleen Alvarez,gregory32@example.net,IQ201,80.8,112.9019932,93
S647,Dale Oliver,doliver511@university.edu,IQ101,74.9,89.7,100
S648,Jessica Wolf,jwolf560@university.edu,IQ201,76.2,76.6,95
S649,Denise Berry,dberry378@university.edu,IQ101,88.8,,96
S650,Jason Harris,jharris749@university.edu,IQ101,79,82.5,89
S651,Anthony Aguirre,aaguirre530@university.edu,IQ101,-5,91.9,100
S652,Abigail Martinez,amartinez760@university.edu,IQ101,72.4,67.4,92
S653,Eric Miller,emiller594@university.edu,IQ101,83,65.4,79
S654,Dustin Guerra,millerclayton@example.net,IQ102,75.4,77.9,100
S115,Austin Montgomery,christina99@example.org,IQ102,91.3,84.6,95
S656,Justin Alexander,jalexander37@university.edu,IQ102,74.6,89.4,84
S657,ADAM ROMERO,scottrachael@example.net,IQ101,95.9,85.8,83
S658,Heather Barnes,hbarnes673@university.edu,IQ101,75.2,59.6,91
S659,Joel Perry,jperry85@university.edu,IQ102,59,73.7,93
S660,Daniel Mckinney,dmckinney631@university.edu,IQ101,65.9,75.4,90
S661,DANIEL JIMENEZ,djimenez179@university.edu,IQ101,75.8,85.4,100%
S662,Robert Howard,rhoward180@university.edu,IQ101,73.9,84.8,91
S663,Stephanie Bridges MD,brendan91@example.com,IQ101,76,50.3,100
S664,Mr. David Grant,mgrant957@university.edu,IQ101,60.9,76,99
S665,Dylan Friedman,dfriedman393@university.edu,IQ101,56.9,86.4,90
S719,Brenda George,bgeorge752@university.edu,IQ101,98,95.1,97
S667,Stephanie Gonzalez,morrisonshawn@example.net,IQ201,71.8,98.9,78
S668,Angela Sanford,asanford972@university.edu,IQ101,77.2,73.3,92
S669,Derek Roberson,seanchan@example.com,IQ,65.8,73.8,100%
S670,Tara Cline,gtrevino,IQ101,69.2,80.4,unknown
S671,Frank Mathews,jamesmichael@example.net,IQ101,77.4,78,100
S672,Anthony Schaefer,matthewthomas@@holloway-chase.com,IQ101,81.6,94.7,86
S673,Erica Powell,thompsonpamela@@holt.com,IQ101,89.2,57.2,80
S674,Andrew Rivera,arivera401@university.edu,IQ101,36.7,91.1,81
S675,Brian Lambert,blambert789@university.edu,IQ102,54.5,74.9,77
S676,Alicia Ferguson,nicolecoleman@example.net,IQ101,57.4,52.8,80
S677,Bailey Brown,bbrown107@university.edu,IQ101,83.1,88.6,84
S678,,abigail.conley@example.com,IQ101,66.4,41.7,74
S679,Richard Thomas,rthomas609@university.edu,IQ101,66.8,83.5,88
S680,Edwin Mcgee,tonya93@@cain.biz,IQ101,52.8,80.6,97
S681,Ronald Bishop,emma33,IQ102,74.8,86.1,79
S682,Anthony Branch,plee@example.com,IQ101,76.8,64.4,100
S683,Connor Chapman,cchapman959@university.edu,IQ101,92.9,75.8,93
S684,Fernando Arnold,stevengriffith@@allen.com,IQ102,74.6,64.9,98
S685,Cynthia Riddle,criddle800@university.edu,IQ101,68.4,65.6,81
S686,Christopher Hernandez,chernandez62@university.edu,IQ101,72.4,101.9639187,97
S687,Isaac Wiley,iwiley951@university.edu,IQ101,-5,55.4,77
S688,John Potts,jpotts554@university.edu,IQ101,97.1,,97
S689,Blake House,christian78@example.org,IQ101,65,92.6,90
S690,Michael Greer,mgreer257@university.edu,IQ101,65.9,103.564136,94
S691,Mr. Matthew Middleton,,IQ101,85.2,71.2,76
S692,Taylor Wang,twang39@university.edu,IQ102,,69.5,79
S759,Tara Davila,stevenwillis@example.org,IQ101,86.1,82.2,94
S694,Chase Perez,olivershannon,IQ101,94.5,99.9,79
S695,Monica Morris,guzmanmolly@example.org,IQ101,75.5,67.5,93
S696,Amy Steele,,IQ101,81.9,68.5,74
S697,Joseph Joseph,jjoseph581@university.edu,IQ102,105.2008087,79.9,96
S698,Nichole Kelly,nkelly57@university.edu,IQ101,69.5,80.6,76
S699,Nancy Vang,nvang984@university.edu,IQ101,54.8,64.4,94
S700,Mary Gilbert,mgilbert208@university.edu,IQ101,93,,94
S701,Chelsea Nelson,cnelson713@university.edu,IQ101,59.3,85.5,81
S702,Nathan Gonzalez,ngonzalez907@university.edu,IQ101,92.8,88.1,94
S703,Tracy Hernandez,thernandez738@university.edu,IQ101,89.9,67.4,91
S704,Carmen Leach,davidmorton@example.net,IQ101,53.7,99,83
S705,Mr. Brandon Thomas,billy64@@porter.com,IQ201,70.2,74.5,78
S706,PHYLLIS MCBRIDE,,IQ102,94.9,85.8,68
S707,,craig.rosales@example.org,IQ101,81.8,108.3100328,91
S708,Scott Santos,ssantos536@university.edu,IQ102,65.3,91,72
S709,Tamara Fleming,jeffreyhunt,IQ101,75.9,81.8,89
S710,John Smith,jessicaholland@@snyder-velasquez.com,IQ101,97.9,85.1,85
S711,Dominique Mann,dmann177@university.edu,IQ101,83.1,,95
S712,Danielle Hancock,dhancock626@university.edu,IQ101,69.5,66.3,85
S713,John Thomas MD,jmd510@university.edu,IQ101,59.3,50.5,85
S714,Cheyenne Wallace,cwallace346@university.edu,IQ101,105.8431069,62.6,95
S715,Yolanda Pierce,ypierce701@university.edu,IQ101,-5,74.1,91
S716,Elizabeth Evans,hawkinsolivia@example.com,IQ101,79.6,89.4,91
S717,,ryan85.james@example.org,IQ101,87.9,69.8,93
S718,Corey Jackson,cjackson567@university.edu,IQ101,72.5,82,73
S719,Tanya Mcintyre,tmcintyre811@university.edu,IQ102,71.3,100.5028381,96
S720,Jennifer Murphy,jmurphy499@university.edu,IQ102,82.4,88.3,94
S721,William Miller,,IQ101,105,94.4,78
S722,Benjamin Woodard,bwoodard291@university.edu,IQ101,110,59.8,86
S723,Anthony Murray,amurray212@university.edu,IQ101,81,68.9,88
S724,Jacob Harrington,jharrington179@university.edu,IQ102,67.1,86.2,87
S725,Lucas Jensen,ljensen974@university.edu,IQ102,93.6,78.3,91
S726,Carlos Hudson,chudson572@university.edu,IQ101,79.6,101.8310092,100
S727,Nancy Miller,nmiller371@university.edu,IQ101,78.6,114.4235636,99
S728,Tonya Greene,tgreene642@university.edu,IQ101,83.5,53.3,75
S729,Derek Martin,brenda98@example.org,IQ101,86.3,83.3,94
S730,Danielle Anderson,danderson687@university.edu,IQ101,94.3,87.4,100
S731,Valerie Mills,vmills258@university.edu,IQ101,72.9,60.9,92
S732,Justin Lucas,jlucas759@university.edu,IQ,71.9,66.1,99
S733,Jennifer Valencia,jvalencia528@university.edu,IQ101,66.3,86.2,100
S734,Anne Cook,acook334@university.edu,IQ101,100.0485676,83.5,98
S735,Donald Ibarra,justinbrock,IQ101,57.1,84.2,90
S736,Kyle Garrison,kgarrison205@university.edu,IQ102,92.9,69.5,98
S737,SAMUEL SMITH,ssmith912@university.edu,IQ101,73,78.2,89
S738,Mrs. Theresa Williams,mwilliams383@university.edu,IQ101,63.2,87.1,88
S739,Mary Williams,courtney35@example.com,IQ102,73.2,83.9,84
S740,Mary Lee,mlee140@university.edu,IQ101,61.7,71.9,100
S741,Mrs. Sara Riley,russellsummer@example.org,IQ101,,72.8,80
S742,Donna Rodriguez,brandy32@example.org,IQ101,100.9044578,72.4,100
S743,CHERYL SIMON,csimon236@university.edu,IQ101,78.4,91.1,93
S744,Ashley Parks,maureenramsey@example.com,IQ101,,53.3,74
S745,Jason Brown,alexander26@example.com,IQ101,52.1,107,92
S746,Philip Chapman,pchapman914@university.edu,IQ102,,113.81479,67
S747,Alyssa Leonard,nwoodard@@mcknight-miller.com,IQ101,66.5,80.6,94
S748,Catherine Callahan,chadprice@@haney.com,IQ101,98.1,106.0853004,97
S749,Joshua Walsh II,robertstraci@example.org,IQ102,105.9225536,94.9,82
S750,Melissa Solis,browndawn@example.net,IQ101,90.4,86.3,89
S751,Madison Simon,msimon664@university.edu,IQ101,86.7,70.3,100
S752,Christopher Davila,,IQ101,62.7,78,83
S753,Karen Hicks,khicks585@university.edu,IQ101,72.4,71.7,77
S754,Monica Patterson,,IQ101,85.4,91.4,100
S105,Lisa Palmer,amandamcfarland@example.net,IQ101,76.3,98.7,100
S756,LYNN ANDERSON,marshalljeffery@@edwards.com,IQ101,57.9,75.3,88
S757,Gabrielle Patrick,dmiller93@university.edu,IQ101,64.2,,98
S758,Jason Campbell,jcampbell590@university.edu,IQ101,73.8,76.3,100
S759,Jason Barnes,jamie80@example.com,IQ101,97.7,86.8,81
S760,Patricia Oliver,alexis27@@humphrey.com,IQ101,59.6,103.9572959,83
S761,Rebecca Mullins,rmullins375@university.edu,IQ101,93.3,86.1,100
S762,Michael Chen,mchen793@university.edu,IQ101,71.6,64.6,100
S763,Judy Rodriguez,jrodriguez490@university.edu,IQ101,69.4,93.2,94
